Program Index,Program,Program Type,File Reference Type,DDS File,File Usage,Access Type,Device Type,Source File
4,ACTBALE1,RPG,Database File,E10902LE,Input,Full Procedural,DISK,ACTBALE1_RPG.txt
7,ACTBALW,RPG,Database File,f0902le,Input,Full Procedural,disk,ACTBALW.txt
9,ACTRETE1,RPG,Database File,E10901LA,Input,Full Procedural,DISK,ACTRETE1_RPG.txt
11,ACTRETW,RPG,Database File,f0901la,Input,Full Procedural,disk,ACTRETW.txt
14,ACTSELE1,RPG,Display File,actdsele1,Combined,Full Procedural,workstn,ACTSELE1.txt
14,ACTSELE1,RPG,Database File,e10901le,Input,Full Procedural,disk,ACTSELE1.txt
15,ACTSELW,RPG,Display File,actdselw,Combined,Full Procedural,workstn,ACTSELW.txt
15,ACTSELW,RPG,Database File,f0901le,Input,Full Procedural,disk,ACTSELW.txt
18,ADDCAVR,RPG,Database File,CAVLLSP,Input,Full Procedural,DISK,ADDCAVR.txt
18,ADDCAVR,RPG,Database File,YYVLLSP,Output,Full Procedural,DISK,ADDCAVR.txt
19,ADDPKVR,RPG,Database File,PKVLLSP,Input,Full Procedural,DISK,ADDPKVR.txt
19,ADDPKVR,RPG,Database File,YYVLLSP,Output,Full Procedural,DISK,ADDPKVR.txt
35,AR300,RPG,Database File,arp300,Output,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arp301,Output,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arp302,Output,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arl302a,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arp303,Output,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arp304,Output,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arp306,Unknown,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arbcrel3,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arbcrel6,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arbecpl1,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,arbecpl8,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,caabrel3,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,pmadcpl1,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,cabbreld,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,cabbrel1,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,caeorel1,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,caeorel5,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,opbfcplo,Input,Full Procedural,disk,AR300.txt
35,AR300,RPG,Database File,pdjerel1,Input,Full Procedural,disk,AR300.txt
36,AR301,RPG,Database File,arl301a,Unknown,Full Procedural,disk,AR301.txt
36,AR301,RPG,Database File,cabbrelf,Input,Full Procedural,disk,AR301.txt
37,AR302,RPG,Database File,ARP300,Input,Full Procedural,DISK,AR302.txt
37,AR302,RPG,Database File,ARL302B,Input,Full Procedural,DISK,AR302.txt
37,AR302,RPG,Database File,PNFMCPL0,Output,Full Procedural,DISK,AR302.txt
38,AR310,RPG,Database File,ARP310,Output,Full Procedural,DISK,AR310.txt
38,AR310,RPG,Database File,ARP311,Update,Full Procedural,DISK,AR310.txt
38,AR310,RPG,Database File,CABBREL0IF,Unknown,Full Procedural,DISK,AR310.txt
38,AR310,RPG,Database File,OMHSTPLAIF,Unknown,Full Procedural,DISK,AR310.txt
38,AR310,RPG,Database File,OMHSTPLPIF,Unknown,Full Procedural,DISK,AR310.txt
39,AR362A,RPG,Database File,ARP309,Input,Full Procedural,DISK,AR362A.txt
39,AR362A,RPG,Database File,OEIP362AO,Unknown,Full Procedural,DISK,AR362A.txt
39,AR362A,RPG,Database File,OMHSTPLAIF,Unknown,Full Procedural,DISK,AR362A.txt
41,AR362E,RPG,Database File,ARP309,Input,Full Procedural,DISK,AR362E.txt
41,AR362E,RPG,Database File,OEIP362EO,Unknown,Full Procedural,DISK,AR362E.txt
41,AR362E,RPG,Database File,OMHSTPLAIF,Unknown,Full Procedural,DISK,AR362E.txt
42,AR410,RPG,Display File,ARD410,Combined,Full Procedural,WORKSTN,AR410.txt
44,AR600,RPG,Database File,arl300a,Input,Full Procedural,disk,AR600.txt
44,AR600,RPG,Database File,arp301,Input,Full Procedural,disk,AR600.txt
44,AR600,RPG,Database File,arl301a,Input,Full Procedural,disk,AR600.txt
44,AR600,RPG,Database File,arp302,Input,Full Procedural,disk,AR600.txt
44,AR600,RPG,Database File,arp303,Input,Full Procedural,disk,AR600.txt
44,AR600,RPG,Database File,poavcpl1,Input,Full Procedural,disk,AR600.txt
44,AR600,RPG,Database File,pmedcpl1,Input,Full Procedural,disk,AR600.txt
44,AR600,RPG,Print File,print198,Output,Full Procedural,printer,AR600.txt
46,AR601,RPG,Database File,arl300b,Input,Full Procedural,disk,AR601.txt
46,AR601,RPG,Database File,arp301,Input,Full Procedural,disk,AR601.txt
46,AR601,RPG,Database File,arl301a,Input,Full Procedural,disk,AR601.txt
46,AR601,RPG,Database File,arp302,Input,Full Procedural,disk,AR601.txt
46,AR601,RPG,Database File,arp303,Input,Full Procedural,disk,AR601.txt
46,AR601,RPG,Database File,arp304,Input,Full Procedural,disk,AR601.txt
46,AR601,RPG,Database File,poavcpl1,Input,Full Procedural,disk,AR601.txt
46,AR601,RPG,Database File,pmedcpl1,Input,Full Procedural,disk,AR601.txt
46,AR601,RPG,Print File,print198,Output,Full Procedural,printer,AR601.txt
47,AR605,RPG,Database File,ARBDCPL6,Input,Full Procedural,DISK,AR605.txt
47,AR605,RPG,Database File,CABBREL1,Input,Full Procedural,DISK,AR605.txt
47,AR605,RPG,Database File,OMHSTPLP,Input,Full Procedural,DISK,AR605.txt
47,AR605,RPG,Database File,CAABREL1,Input,Full Procedural,DISK,AR605.txt
47,AR605,RPG,Print File,QPRINT,Output,Full Procedural,PRINTER,AR605.txt
51,AR610,RPG,Database File,ARP310,Input,Full Procedural,DISK,AR610.txt
51,AR610,RPG,Database File,ARP311,Input,Full Procedural,DISK,AR610.txt
51,AR610,RPG,Print File,QPRINT,Output,Full Procedural,PRINTER,AR610.txt
51,AR610,RPG,Print File,QPRINT2,Output,Full Procedural,PRINTER,AR610.txt
52,AR800,RPG,Database File,arp302,Input,Full Procedural,disk,AR800.txt
54,ARACTEDTE1,RPG,Database File,E10901LB,Input,Full Procedural,DISK,ARACTEDTE1_RPG.txt
56,ARACTEDTW,RPG,Database File,f0901lb,Input,Full Procedural,disk,ARACTEDTW.txt
58,ARACTRETE1,RPG,Database File,e10901la,Input,Full Procedural,disk,ARACTRETE1.txt
58,ARACTRETE1,RPG,Database File,pkcwrel7,Input,Full Procedural,disk,ARACTRETE1.txt
60,ARACTRETW,RPG,Database File,f0901la,Input,Full Procedural,disk,ARACTRETW.txt
60,ARACTRETW,RPG,Database File,pkcwrel7,Input,Full Procedural,disk,ARACTRETW.txt
62,ARACTRTVE1,RPG,Database File,E10901LB,Input,Full Procedural,DISK,ARACTRTVE1_RPG.txt
64,ARACTRTVW,RPG,Database File,f0901lb,Input,Full Procedural,disk,ARACTRTVW.txt
66,ARACTSELE1,RPG,Display File,ardactselecf,Unknown,Full Procedural,workstn,ARACTSELE1.txt
66,ARACTSELE1,RPG,Database File,e10901le,Input,Full Procedural,disk,ARACTSELE1.txt
68,ARACTSELW,RPG,Database File,f0901le,Input,Full Procedural,disk,ARACTSELW.txt
72,ARCUSBAL,RPG,Database File,ARBDCPL6IF,Unknown,Full Procedural,DISK,ARCUSBAL.txt
72,ARCUSBAL,RPG,Database File,ARBECPL1IF,Unknown,Full Procedural,DISK,ARCUSBAL.txt
72,ARCUSBAL,RPG,Database File,CAEOREL3IF,Unknown,Full Procedural,DISK,ARCUSBAL.txt
76,ARDEPJDE,RPG,Database File,pdj5cpl6,Update,Full Procedural,disk,ARDEPJDE.txt
76,ARDEPJDE,RPG,Database File,arbdcpl3,Update,Full Procedural,disk,ARDEPJDE.txt
76,ARDEPJDE,RPG,Database File,arbecpl1,Update,Full Procedural,disk,ARDEPJDE.txt
76,ARDEPJDE,RPG,Database File,arbkcpl5,Update,Full Procedural,disk,ARDEPJDE.txt
76,ARDEPJDE,RPG,Database File,pdj2cpl1,Update,Full Procedural,disk,ARDEPJDE.txt
76,ARDEPJDE,RPG,Database File,f0011,Unknown,Full Procedural,disk,ARDEPJDE.txt
76,ARDEPJDE,RPG,Database File,f0901,Input,Full Procedural,disk,ARDEPJDE.txt
76,ARDEPJDE,RPG,Database File,f0911,Output,Full Procedural,disk,ARDEPJDE.txt
76,ARDEPJDE,RPG,Print File,print132,Output,Full Procedural,printer,ARDEPJDE.txt
77,ARDEPJE1,RPG,Database File,pdj5cpl6,Update,Full Procedural,disk,ARDEPJE1.txt
77,ARDEPJE1,RPG,Database File,arbdcpl3,Update,Full Procedural,disk,ARDEPJE1.txt
77,ARDEPJE1,RPG,Database File,arbecpl1,Update,Full Procedural,disk,ARDEPJE1.txt
77,ARDEPJE1,RPG,Database File,arbkcpl5,Update,Full Procedural,disk,ARDEPJE1.txt
77,ARDEPJE1,RPG,Database File,pdj2cpl1,Update,Full Procedural,disk,ARDEPJE1.txt
77,ARDEPJE1,RPG,Database File,e10011l0,Unknown,Full Procedural,disk,ARDEPJE1.txt
77,ARDEPJE1,RPG,Database File,e10901,Unknown,Full Procedural,disk,ARDEPJE1.txt
77,ARDEPJE1,RPG,Database File,e10911,Output,Full Procedural,disk,ARDEPJE1.txt
77,ARDEPJE1,RPG,Print File,print132,Output,Full Procedural,printer,ARDEPJE1.txt
78,ARI210,RPG,Database File,ARBDCPL6,Input,Full Procedural,DISK,ARI210.txt
78,ARI210,RPG,Database File,ARBECPL1,Input,Full Procedural,DISK,ARI210.txt
78,ARI210,RPG,Database File,F0311,Unknown,Full Procedural,DISK,ARI210.txt
79,ARJOPVR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,ARJOPVR.txt
79,ARJOPVR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,ARJOPVR.txt
79,ARJOPVR,RPG,Database File,CABBREL1IF,Unknown,Full Procedural,DISK,ARJOPVR.txt
79,ARJOPVR,RPG,Database File,CAABREL1IF,Unknown,Full Procedural,DISK,ARJOPVR.txt
79,ARJOPVR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,ARJOPVR.txt
79,ARJOPVR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,ARJOPVR.txt
79,ARJOPVR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,ARJOPVR.txt
85,ARJVPFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,ARJVPFR_RPG.txt
85,ARJVPFR,RPG,Database File,ARBCREL5IF,Unknown,Full Procedural,DISK,ARJVPFR_RPG.txt
85,ARJVPFR,RPG,Database File,CABBREL1IF,Unknown,Full Procedural,DISK,ARJVPFR_RPG.txt
85,ARJVPFR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,ARJVPFR_RPG.txt
87,ARMISJDE,RPG,Database File,arbecpl5,Update,Full Procedural,disk,ARMISJDE.txt
87,ARMISJDE,RPG,Database File,f0011,Unknown,Full Procedural,disk,ARMISJDE.txt
87,ARMISJDE,RPG,Database File,f0901,Input,Full Procedural,disk,ARMISJDE.txt
87,ARMISJDE,RPG,Database File,f0911,Output,Full Procedural,disk,ARMISJDE.txt
87,ARMISJDE,RPG,Print File,print132,Output,Full Procedural,printer,ARMISJDE.txt
88,ARMISJE1,RPG,Database File,arbecplC,Update,Full Procedural,disk,ARMISJE1.txt
88,ARMISJE1,RPG,Database File,e10011l0,Unknown,Full Procedural,disk,ARMISJE1.txt
88,ARMISJE1,RPG,Database File,e10901,Input,Full Procedural,disk,ARMISJE1.txt
88,ARMISJE1,RPG,Database File,e10911,Output,Full Procedural,disk,ARMISJE1.txt
88,ARMISJE1,RPG,Print File,print132,Output,Full Procedural,printer,ARMISJE1.txt
95,ARU4PVR,RPG,Database File,CABBRELBIF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CABBRELCIF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CAABREL4IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CAEBREL3IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CABBREL1IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CAAPREL2IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,PDJEREL1IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CAAFREL1IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CABBRELAIF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CAEOREL1IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,PMADCPL1IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
95,ARU4PVR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,ARU4PVR_RPG.txt
135,CAA0PVR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,CAA0PVR_RPG.txt
135,CAA0PVR,RPG,Database File,CAABREL4IF,Unknown,Full Procedural,DISK,CAA0PVR_RPG.txt
135,CAA0PVR,RPG,Database File,CAADREL3IF,Unknown,Full Procedural,DISK,CAA0PVR_RPG.txt
135,CAA0PVR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAA0PVR_RPG.txt
138,CAA1PVR,RPG,Database File,CAABREL4IF,Unknown,Full Procedural,DISK,CAA1PVR_RPG.txt
138,CAA1PVR,RPG,Database File,CAABREL1IF,Unknown,Full Procedural,DISK,CAA1PVR_RPG.txt
138,CAA1PVR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAA1PVR_RPG.txt
141,CAA2PVR,RPG,Database File,CAADREL3IF,Unknown,Full Procedural,DISK,CAA2PVR_RPG.txt
141,CAA2PVR,RPG,Database File,CAADREL1IF,Unknown,Full Procedural,DISK,CAA2PVR_RPG.txt
141,CAA2PVR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAA2PVR_RPG.txt
144,CAA4PFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAA4PFR_RPG.txt
144,CAA4PFR,RPG,Database File,CAAAREL1IF,Unknown,Full Procedural,DISK,CAA4PFR_RPG.txt
144,CAA4PFR,RPG,Database File,CAABREL1IF,Unknown,Full Procedural,DISK,CAA4PFR_RPG.txt
148,CAA6PFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAA6PFR_RPG.txt
148,CAA6PFR,RPG,Database File,CAACREL1IF,Unknown,Full Procedural,DISK,CAA6PFR_RPG.txt
151,CAA8SRR,RPG,Database File,CAAGREL2IF,Unknown,Full Procedural,DISK,CAA8SRR_RPG.txt
157,CAAHSRR,RPG,Database File,CAACREL2IF,Unknown,Full Procedural,DISK,CAAHSRR_RPG.txt
160,CAAIEFR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,CAAIEFR_RPG.txt
160,CAAIEFR,RPG,Database File,CAACREL1IF,Unknown,Full Procedural,DISK,CAAIEFR_RPG.txt
160,CAAIEFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,CAAIEFR_RPG.txt
160,CAAIEFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,CAAIEFR_RPG.txt
160,CAAIEFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAAIEFR_RPG.txt
160,CAAIEFR,RPG,Database File,CAACREL0UF,Unknown,Full Procedural,DISK,CAAIEFR_RPG.txt
163,CAAJSRR,RPG,Database File,CAABREL4IF,Unknown,Full Procedural,DISK,CAAJSRR_RPG.txt
166,CAALE1R,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,CAALE1R_RPG.txt
166,CAALE1R,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,CAALE1R_RPG.txt
166,CAALE1R,RPG,Database File,CAACREL1IF,Unknown,Full Procedural,DISK,CAALE1R_RPG.txt
166,CAALE1R,RPG,Database File,CAACREL2IF,Unknown,Full Procedural,DISK,CAALE1R_RPG.txt
166,CAALE1R,RPG,Database File,OME5REL2IF,Unknown,Full Procedural,DISK,CAALE1R_RPG.txt
166,CAALE1R,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,CAALE1R_RPG.txt
166,CAALE1R,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,CAALE1R_RPG.txt
166,CAALE1R,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAALE1R_RPG.txt
166,CAALE1R,RPG,Database File,CAABREL0UF,Unknown,Full Procedural,DISK,CAALE1R_RPG.txt
168,CAALXFR,RPG,Database File,CABZREL1IF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
168,CAALXFR,RPG,Database File,CAB0REL1IF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
168,CAALXFR,RPG,Database File,CAB7CPLEIF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
168,CAALXFR,RPG,Database File,CAB7CPL1IF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
168,CAALXFR,RPG,Database File,CAB1REL0IF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
168,CAALXFR,RPG,Database File,CAADREL1IF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
168,CAALXFR,RPG,Database File,CAB1REL4IF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
168,CAALXFR,RPG,Database File,CAB0REL0UF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
168,CAALXFR,RPG,Database File,CAB7CPL0IF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
168,CAALXFR,RPG,Database File,CAB1REL1UF,Unknown,Full Procedural,DISK,CAALXFR_RPG.txt
171,CAAMSRR,RPG,Database File,CAABREL2IF,Unknown,Full Procedural,DISK,CAAMSRR_RPG.txt
174,CAANSRR,RPG,Database File,CAADREL3IF,Unknown,Full Procedural,DISK,CAANSRR_RPG.txt
174,CAANSRR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,CAANSRR_RPG.txt
174,CAANSRR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,CAANSRR_RPG.txt
174,CAANSRR,RPG,Database File,CAADREL9IF,Unknown,Full Procedural,DISK,CAANSRR_RPG.txt
174,CAANSRR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,CAANSRR_RPG.txt
178,CAAZE1R,RPG,Database File,CAAAREL1IF,Unknown,Full Procedural,DISK,CAAZE1R_RPG.txt
178,CAAZE1R,RPG,Database File,CAABREL4IF,Unknown,Full Procedural,DISK,CAAZE1R_RPG.txt
178,CAAZE1R,RPG,Database File,CAADREL3IF,Unknown,Full Procedural,DISK,CAAZE1R_RPG.txt
178,CAAZE1R,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,CAAZE1R_RPG.txt
178,CAAZE1R,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,CAAZE1R_RPG.txt
178,CAAZE1R,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAAZE1R_RPG.txt
178,CAAZE1R,RPG,Database File,CAAAREL0UF,Unknown,Full Procedural,DISK,CAAZE1R_RPG.txt
181,CAB0E1R,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,CAAPREL1IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,PDNFREL1IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,OME7REL1IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,CAACREL1IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,CAAJREL1IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,CAACREL2IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,OME7REL2IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,CAAGREL1IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,PDJYREL2IF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,CAAPREL0UF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
181,CAB0E1R,RPG,Database File,PDNFREL0UF,Unknown,Full Procedural,DISK,CAB0E1R_RPG.txt
187,CAB1PFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAB1PFR_RPG.txt
187,CAB1PFR,RPG,Database File,CAAPREL2IF,Unknown,Full Procedural,DISK,CAB1PFR_RPG.txt
187,CAB1PFR,RPG,Database File,PDNFREL1IF,Unknown,Full Procedural,DISK,CAB1PFR_RPG.txt
187,CAB1PFR,RPG,Database File,OME7REL1IF,Unknown,Full Procedural,DISK,CAB1PFR_RPG.txt
187,CAB1PFR,RPG,Database File,CAACREL2IF,Unknown,Full Procedural,DISK,CAB1PFR_RPG.txt
187,CAB1PFR,RPG,Database File,CAAJREL1IF,Unknown,Full Procedural,DISK,CAB1PFR_RPG.txt
190,CAB5SRR,RPG,Database File,CAAMREL3IF,Unknown,Full Procedural,DISK,CAB5SRR_RPG.txt
193,CAB6EFR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,CAB6EFR_RPG.txt
193,CAB6EFR,RPG,Database File,CAAMREL1IF,Unknown,Full Procedural,DISK,CAB6EFR_RPG.txt
193,CAB6EFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,CAB6EFR_RPG.txt
193,CAB6EFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,CAB6EFR_RPG.txt
193,CAB6EFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAB6EFR_RPG.txt
193,CAB6EFR,RPG,Database File,CAAMREL0UF,Unknown,Full Procedural,DISK,CAB6EFR_RPG.txt
200,CAB7PFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CAB7PFR_RPG.txt
200,CAB7PFR,RPG,Database File,CAAMREL1IF,Unknown,Full Procedural,DISK,CAB7PFR_RPG.txt
204,CABJEFR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,CABJEFR_RPG.txt
204,CABJEFR,RPG,Database File,CAAFREL1IF,Unknown,Full Procedural,DISK,CABJEFR_RPG.txt
204,CABJEFR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,CABJEFR_RPG.txt
204,CABJEFR,RPG,Database File,CAABREL4IF,Unknown,Full Procedural,DISK,CABJEFR_RPG.txt
204,CABJEFR,RPG,Database File,CAATREL1IF,Unknown,Full Procedural,DISK,CABJEFR_RPG.txt
204,CABJEFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,CABJEFR_RPG.txt
204,CABJEFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,CABJEFR_RPG.txt
204,CABJEFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CABJEFR_RPG.txt
204,CABJEFR,RPG,Database File,CAAFREL0UF,Unknown,Full Procedural,DISK,CABJEFR_RPG.txt
206,CABKXFR,RPG,Database File,CAAFREL1IF,Unknown,Full Procedural,DISK,CABKXFR_RPG.txt
206,CABKXFR,RPG,Database File,CAATREL0UF,Unknown,Full Procedural,DISK,CABKXFR_RPG.txt
206,CABKXFR,RPG,Database File,CAAFREL0UF,Unknown,Full Procedural,DISK,CABKXFR_RPG.txt
209,CABOSRR,RPG,Database File,CAAIREL3IF,Unknown,Full Procedural,DISK,CABOSRR_RPG.txt
212,CABPEFR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,CABPEFR_RPG.txt
212,CABPEFR,RPG,Database File,CAAIREL1IF,Unknown,Full Procedural,DISK,CABPEFR_RPG.txt
212,CABPEFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,CABPEFR_RPG.txt
212,CABPEFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,CABPEFR_RPG.txt
212,CABPEFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CABPEFR_RPG.txt
212,CABPEFR,RPG,Database File,CAAIREL0UF,Unknown,Full Procedural,DISK,CABPEFR_RPG.txt
216,CABQPFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CABQPFR_RPG.txt
216,CABQPFR,RPG,Database File,CAAIREL1IF,Unknown,Full Procedural,DISK,CABQPFR_RPG.txt
219,CABRSRR,RPG,Database File,CAALREL3IF,Unknown,Full Procedural,DISK,CABRSRR_RPG.txt
222,CABSEFR_RPG,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,CABSEFR_RPG_RPG.txt
222,CABSEFR_RPG,RPG,Database File,CAALREL1IF,Unknown,Full Procedural,DISK,CABSEFR_RPG_RPG.txt
222,CABSEFR_RPG,RPG,Database File,PDIFREL0IF,Unknown,Full Procedural,DISK,CABSEFR_RPG_RPG.txt
222,CABSEFR_RPG,RPG,Database File,PDIFREL2IF,Unknown,Full Procedural,DISK,CABSEFR_RPG_RPG.txt
222,CABSEFR_RPG,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,CABSEFR_RPG_RPG.txt
222,CABSEFR_RPG,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,CABSEFR_RPG_RPG.txt
222,CABSEFR_RPG,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CABSEFR_RPG_RPG.txt
222,CABSEFR_RPG,RPG,Database File,CAALREL0UF,Unknown,Full Procedural,DISK,CABSEFR_RPG_RPG.txt
226,CABTPFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,CABTPFR_RPG.txt
226,CABTPFR,RPG,Database File,CAALREL1IF,Unknown,Full Procedural,DISK,CABTPFR_RPG.txt
226,CABTPFR,RPG,Database File,PDIFREL0IF,Unknown,Full Procedural,DISK,CABTPFR_RPG.txt
229,CABVSRR,RPG,Database File,CAAJREL3IF,Unknown,Full Procedural,DISK,CABVSRR_RPG.txt
232,CABWEFR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,CABWEFR_RPG.txt
232,CABWEFR,RPG,Database File,CAAJREL1IF,Unknown,Full Procedural,DISK,CABWEFR_RPG.txt
232,CABWEFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,CABWEFR_RPG.txt
